Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
||3|c|4/mm.m|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)|
||1|b|m-3m|(1/2,1/2,1/2)|||
||1|a|m-3m|(0,0,0)|||
P 4/n -3 2/n|518|||||||
||48|i|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y,x,-z)|(-y,-x,-z)|(y,-x,z)|(-y,x,z)
|||||(x,z,-y)|(-x,z,y)|(-x,-z,-y)|(x,-z,y)
|||||(z,y,-x)|(z,-y,x)|(-z,y,x)|(-z,-y,-x)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)
|||||(-z+1/2,-x+1/2,-y+1/2)|(-z+1/2,x+1/2,y+1/2)|(z+1/2,x+1/2,-y+1/2)|(z+1/2,-x+1/2,y+1/2)
|||||(-y+1/2,-z+1/2,-x+1/2)|(y+1/2,-z+1/2,x+1/2)|(-y+1/2,z+1/2,x+1/2)|(y+1/2,z+1/2,-x+1/2)
|||||(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)|(-y+1/2,x+1/2,-z+1/2)|(y+1/2,-x+1/2,-z+1/2)
|||||(-x+1/2,-z+1/2,y+1/2)|(x+1/2,-z+1/2,-y+1/2)|(x+1/2,z+1/2,y+1/2)|(-x+1/2,z+1/2,-y+1/2)
|||||(-z+1/2,-y+1/2,x+1/2)|(-z+1/2,y+1/2,-x+1/2)|(z+1/2,-y+1/2,-x+1/2)|(z+1/2,y+1/2,x+1/2)
||24|h|..2|(0,y,y)|(0,-y,y)|(0,y,-y)|(0,-y,-y)
|||||(y,0,y)|(y,0,-y)|(-y,0,y)|(-y,0,-y)
|||||(y,y,0)|(-y,y,0)|(y,-y,0)|(-y,-y,0)
|||||(1/2,-y+1/2,-y+1/2)|(1/2,y+1/2,-y+1/2)|(1/2,-y+1/2,y+1/2)|(1/2,y+1/2,y+1/2)
|||||(-y+1/2,1/2,-y+1/2)|(-y+1/2,1/2,y+1/2)|(y+1/2,1/2,-y+1/2)|(y+1/2,1/2,y+1/2)
|||||(-y+1/2,-y+1/2,1/2)|(y+1/2,-y+1/2,1/2)|(-y+1/2,y+1/2,1/2)|(y+1/2,y+1/2,1/2)
||24|g|2..|(x,0,1/2)|(-x,0,1/2)|(1/2,x,0)|(1/2,-x,0)
|||||(0,1/2,x)|(0,1/2,-x)|(0,x,1/2)|(0,-x,1/2)
|||||(x,1/2,0)|(-x,1/2,0)|(1/2,0,-x)|(1/2,0,x)
|||||(-x+1/2,1/2,0)|(x+1/2,1/2,0)|(0,-x+1/2,1/2)|(0,x+1/2,1/2)
|||||(1/2,0,-x+1/2)|(1/2,0,x+1/2)|(1/2,-x+1/2,0)|(1/2,x+1/2,0)
|||||(-x+1/2,0,1/2)|(x+1/2,0,1/2)|(0,1/2,x+1/2)|(0,1/2,-x+1/2)
||16|f|.3.|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x,x,-x)|(-x,-x,-x)|(x,-x,x)|(-x,x,x)
|||||(-x+1/2,-x+1/2,-x+1/2)|(x+1/2,x+1/2,-x+1/2)|(x+1/2,-x+1/2,x+1/2)|(-x+1/2,x+1/2,x+1/2)
|||||(-x+1/2,-x+1/2,x+1/2)|(x+1/2,x+1/2,x+1/2)|(-x+1/2,x+1/2,-x+1/2)|(x+1/2,-x+1/2,-x+1/2)
||12|e|4..|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)|(-x+1/2,1/2,1/2)|(x+1/2,1/2,1/2)
|||||(1/2,-x+1/2,1/2)|(1/2,x+1/2,1/2)|(1/2,1/2,-x+1/2)|(1/2,1/2,x+1/2)
||12|d|-4..|(1/4,0,1/2)|(3/4,0,1/2)|(1/2,1/4,0)|(1/2,3/4,0)
|||||(0,1/2,1/4)|(0,1/2,3/4)|(0,1/4,1/2)|(0,3/4,1/2)
|||||(1/4,1/2,0)|(3/4,1/2,0)|(1/2,0,3/4)|(1/2,0,1/4)
||8|c|.-3.|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,3/4)|(1/4,3/4,3/4)
|||||(1/4,1/4,3/4)|(3/4,3/4,3/4)|(1/4,3/4,1/4)|(3/4,1/4,1/4)
||6|b|42.2|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)|(1/2,0,0)
|||||(0,1/2,0)|(0,0,1/2)||
||2|a|432|(0,0,0)|(1/2,1/2,1/2)||
P 4/n -3 2/n|519|||||||
||48|i|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-x+1/2,y,-z+1/2)|(x,-y+1/2,-z+1/2)
|||||(z,x,y)|(z,-x+1/2,-y+1/2)|(-z+1/2,-x+1/2,y)|(-z+1/2,x,-y+1/2)
|||||(y,z,x)|(-y+1/2,z,-x+1/2)|(y,-z+1/2,-x+1/2)|(-y+1/2,-z+1/2,x)
|||||(y,x,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)|(y,-x+1/2,z)|(-y+1/2,x,z)
|||||(x,z,-y+1/2)|(-x+1/2,z,y)|(-x+1/2,-z+1/2,-y+1/2)|(x,-z+1/2,y)
|||||(z,y,-x+1/2)|(z,-y+1/2,x)|(-z+1/2,y,x)|(-z+1/2,-y+1/2,-x+1/2)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(x+1/2,-y,z+1/2)|(-x,y+1/2,z+1/2)
|||||(-z,-x,-y)|(-z,x+1/2,y+1/2)|(z+1/2,x+1/2,-y)|(z+1/2,-x,y+1/2)
|||||(-y,-z,-x)|(y+1/2,-z,x+1/2)|(-y,z+1/2,x+1/2)|(y+1/2,z+1/2,-x)
|||||(-y,-x,z+1/2)|(y+1/2,x+1/2,z+1/2)|(-y,x+1/2,-z)|(y+1/2,-x,-z)
|||||(-x,-z,y+1/2)|(x+1/2,-z,-y)|(x+1/2,z+1/2,y+1/2)|(-x,z+1/2,-y)
|||||(-z,-y,x+1/2)|(-z,y+1/2,-x)|(z+1/2,-y,-x)|(z+1/2,y+1/2,x+1/2)
||24|h|..2|(1/4,y,y)|(1/4,-y+1/2,y)|(1/4,y,-y+1/2)|(1/4,-y+1/2,-y+1/2)
|||||(y,1/4,y)|(y,1/4,-y+1/2)|(-y+1/2,1/4,y)|(-y+1/2,1/4,-y+1/2)
|||||(y,y,1/4)|(-y+1/2,y,1/4)|(y,-y+1/2,1/4)|(-y+1/2,-y+1/2,1/4)
|||||(3/4,-y,-y)|(3/4,y+1/2,-y)|(3/4,-y,y+1/2)|(3/4,y+1/2,y+1/2)
|||||(-y,3/4,-y)|(-y,3/4,y+1/2)|(y+1/2,3/4,-y)|(y+1/2,3/4,y+1/2)
|||||(-y,-y,3/4)|(y+1/2,-y,3/4)|(-y,y+1/2,3/4)|(y+1/2,y+1/2,3/4)
||24|g|2..|(x,3/4,1/4)|(-x+1/2,3/4,1/4)|(1/4,x,3/4)|(1/4,-x+1/2,3/4)
|||||(3/4,1/4,x)|(3/4,1/4,-x+1/2)|(3/4,x,1/4)|(3/4,-x+1/2,1/4)
|||||(x,1/4,3/4)|(-x+1/2,1/4,3/4)|(1/4,3/4,-x+1/2)|(1/4,3/4,x)
|||||(-x,1/4,3/4)|(x+1/2,1/4,3/4)|(3/4,-x,1/4)|(3/4,x+1/2,1/4)
|||||(1/4,3/4,-x)|(1/4,3/4,x+1/2)|(1/4,-x,3/4)|(1/4,x+1/2,3/4)
|||||(-x,3/4,1/4)|(x+1/2,3/4,1/4)|(3/4,1/4,x+1/2)|(3/4,1/4,-x)
||16|f|.3.|(x,x,x)|(-x+1/2,-x+1/2,x)|(-x+1/2,x,-x+1/2)|(x,-x+1/2,-x+1/2)
|||||(x,x,-x+1/2)|(-x+1/2,-x+1/2,-x+1/2)|(x,-x+1/2,x)|(-x+1/2,x,x)
|||||(-x,-x,-x)|(x+1/2,x+1/2,-x)|(x+1/2,-x,x+1/2)|(-x,x+1/2,x+1/2)
|||||(-x,-x,x+1/2)|(x+1/2,x+1/2,x+1/2)|(-x,x+1/2,-x)|(x+1/2,-x,-x)
||12|e|4..|(x,1/4,1/4)|(-x+1/2,1/4,1/4)|(1/4,x,1/4)|(1/4,-x+1/2,1/4)
|||||(1/4,1/4,x)|(1/4,1/4,-x+1/2)|(-x,3/4,3/4)|(x+1/2,3/4,3/4)
|||||(3/4,-x,3/4)|(3/4,x+1/2,3/4)|(3/4,3/4,-x)|(3/4,3/4,x+1/2)
||12|d|-4..|(0,3/4,1/4)|(1/2,3/4,1/4)|(1/4,0,3/4)|(1/4,1/2,3/4)
|||||(3/4,1/4,0)|(3/4,1/4,1/2)|(3/4,0,1/4)|(3/4,1/2,1/4)
|||||(0,1/4,3/4)|(1/2,1/4,3/4)|(1/4,3/4,1/2)|(1/4,3/4,0)
||8|c|.-3.|(0,0,0)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
|||||(0,0,1/2)|(1/2,1/2,1/2)|(0,1/2,0)|(1/2,0,0)
||6|b|42.2|(3/4,1/4,1/4)|(1/4,3/4,1/4)|(1/4,1/4,3/4)|(1/4,3/4,3/4)
|||||(3/4,1/4,3/4)|(3/4,3/4,1/4)||
||2|a|432|(1/4,1/4,1/4)|(3/4,3/4,3/4)||
P 42/m -3 2/n|520|||||||
||48|l|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)|(y+1/2,-x+1/2,z+1/2)|(-y+1/2,x+1/2,z+1/2)
|||||(x+1/2,z+1/2,-y+1/2)|(-x+1/2,z+1/2,y+1/2)|(-x+1/2,-z+1/2,-y+1/2)|(x+1/2,-z+1/2,y+1/2)
|||||(z+1/2,y+1/2,-x+1/2)|(z+1/2,-y+1/2,x+1/2)|(-z+1/2,y+1/2,x+1/2)|(-z+1/2,-y+1/2,-x+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z)|(-x,y,z)
|||||(-z,-x,-y)|(-z,x,y)|(z,x,-y)|(z,-x,y)
|||||(-y,-z,-x)|(y,-z,x)|(-y,z,x)|(y,z,-x)
|||||(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)|(-y+1/2,x+1/2,-z+1/2)|(y+1/2,-x+1/2,-z+1/2)
|||||(-x+1/2,-z+1/2,y+1/2)|(x+1/2,-z+1/2,-y+1/2)|(x+1/2,z+1/2,y+1/2)|(-x+1/2,z+1/2,-y+1/2)
|||||(-z+1/2,-y+1/2,x+1/2)|(-z+1/2,y+1/2,-x+1/2)|(z+1/2,-y+1/2,-x+1/2)|(z+1/2,y+1/2,x+1/2)
||24|k|m..|(0,y,z)|(0,-y,z)|(0,y,-z)|(0,-y,-z)
|||||(z,0,y)|(z,0,-y)|(-z,0,y)|(-z,0,-y)
|||||(y,z,0)|(-y,z,0)|(y,-z,0)|(-y,-z,0)
|||||(y+1/2,1/2,-z+1/2)|(-y+1/2,1/2,-z+1/2)|(y+1/2,1/2,z+1/2)|(-y+1/2,1/2,z+1/2)
|||||(1/2,z+1/2,-y+1/2)|(1/2,z+1/2,y+1/2)|(1/2,-z+1/2,-y+1/2)|(1/2,-z+1/2,y+1/2)
|||||(z+1/2,y+1/2,1/2)|(z+1/2,-y+1/2,1/2)|(-z+1/2,y+1/2,1/2)|(-z+1/2,-y+1/2,1/2)
||24|j|..2|(1/4,y,y+1/2)|(3/4,-y,y+1/2)|(3/4,y,-y+1/2)|(1/4,-y,-y+1/2)
|||||(y+1/2,1/4,y)|(y+1/2,3/4,-y)|(-y+1/2,3/4,y)|(-y+1/2,1/4,-y)
|||||(y,y+1/2,1/4)|(-y,y+1/2,3/4)|(y,-y+1/2,3/4)|(-y,-y+1/2,1/4)
|||||(3/4,-y,-y+1/2)|(1/4,y,-y+1/2)|(1/4,-y,y+1/2)|(3/4,y,y+1/2)
|||||(-y+1/2,3/4,-y)|(-y+1/2,1/4,y)|(y+1/2,1/4,-y)|(y+1/2,3/4,y)
|||||(-y,-y+1/2,3/4)|(y,-y+1/2,1/4)|(-y,y+1/2,1/4)|(y,y+1/2,3/4)
||16|i|.3.|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x+1/2,x+1/2,-x+1/2)|(-x+1/2,-x+1/2,-x+1/2)|(x+1/2,-x+1/2,x+1/2)|(-x+1/2,x+1/2,x+1/2)
|||||(-x,-x,-x)|(x,x,-x)|(x,-x,x)|(-x,x,x)
|||||(-x+1/2,-x+1/2,x+1/2)|(x+1/2,x+1/2,x+1/2)|(-x+1/2,x+1/2,-x+1/2)|(x+1/2,-x+1/2,-x+1/2)
||12|h|mm2..|(x,1/2,0)|(-x,1/2,0)|(0,x,1/2)|(0,-x,1/2)
|||||(1/2,0,x)|(1/2,0,-x)|(0,x+1/2,1/2)|(0,-x+1/2,1/2)
|||||(x+1/2,1/2,0)|(-x+1/2,1/2,0)|(1/2,0,-x+1/2)|(1/2,0,x+1/2)
||12|g|mm2..|(x,0,1/2)|(-x,0,1/2)|(1/2,x,0)|(1/2,-x,0)
|||||(0,1/2,x)|(0,1/2,-x)|(1/2,x+1/2,0)|(1/2,-x+1/2,0)
|||||(x+1/2,0,1/2)|(-x+1/2,0,1/2)|(0,1/2,-x+1/2)|(0,1/2,x+1/2)
||12|f|mm2..|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)|(1/2,x+1/2,1/2)|(1/2,-x+1/2,1/2)
|||||(x+1/2,1/2,1/2)|(-x+1/2,1/2,1/2)|(1/2,1/2,-x+1/2)|(1/2,1/2,x+1/2)
||8|e|0.32|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,3/4)|(1/4,3/4,3/4)
|||||(3/4,3/4,3/4)|(1/4,1/4,3/4)|(1/4,3/4,1/4)|(3/4,1/4,1/4)
||6|d|-4m.2|(1/4,1/2,0)|(3/4,1/2,0)|(0,1/4,1/2)|(0,3/4,1/2)
|||||(1/2,0,1/4)|(1/2,0,3/4)||
||6|c|-4m.2|(1/4,0,1/2)|(3/4,0,1/2)|(1/2,1/4,0)|(1/2,3/4,0)
|||||(0,1/2,1/4)|(0,1/2,3/4)||
||6|b|mmm..|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)|(0,1/2,0)
|||||(1/2,0,0)|(0,0,1/2)||
||2|a|m-3.|(0,0,0)|(1/2,1/2,1/2)||
P 42/n -3 2/m|521|||||||
||48|l|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)|(y+1/2,-x+1/2,z+1/2)|(-y+1/2,x+1/2,z+1/2)
|||||(x+1/2,z+1/2,-y+1/2)|(-x+1/2,z+1/2,y+1/2)|(-x+1/2,-z+1/2,-y+1/2)|(x+1/2,-z+1/2,y+1/2)
|||||(z+1/2,y+1/2,-x+1/2)|(z+1/2,-y+1/2,x+1/2)|(-z+1/2,y+1/2,x+1/2)|(-z+1/2,-y+1/2,-x+1/2)
|||||(-x+1/2,-y+1/2,-z+1/2)|(x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)
|||||(-z+1/2,-x+1/2,-y+1/2)|(-z+1/2,x+1/2,y+1/2)|(z+1/2,x+1/2,-y+1/2)|(z+1/2,-x+1/2,y+1/2)
|||||(-y+1/2,-z+1/2,-x+1/2)|(y+1/2,-z+1/2,x+1/2)|(-y+1/2,z+1/2,x+1/2)|(y+1/2,z+1/2,-x+1/2)
|||||(-y,-x,z)|(y,x,z)|(-y,x,-z)|(y,-x,-z)
|||||(-x,-z,y)|(x,-z,-y)|(x,z,y)|(-x,z,-y)
|||||(-z,-y,x)|(-z,y,-x)|(z,-y,-x)|(z,y,x)
||24|k|..m|(x,x,z)|(-x,-x,z)|(-x,x,-z)|(x,-x,-z)
|||||(z,x,x)|(z,-x,-x)|(-z,-x,x)|(-z,x,-x)
|||||(x,z,x)|(-x,z,-x)|(x,-z,-x)|(-x,-z,x)
|||||(x+1/2,x+1/2,-z+1/2)|(-x+1/2,-x+1/2,-z+1/2)|(x+1/2,-x+1/2,z+1/2)|(-x+1/2,x+1/2,z+1/2)
|||||(x+1/2,z+1/2,-x+1/2)|(-x+1/2,z+1/2,x+1/2)|(-x+1/2,-z+1/2,-x+1/2)|(x+1/2,-z+1/2,x+1/2)
|||||(z+1/2,x+1/2,-x+1/2)|(z+1/2,-x+1/2,x+1/2)|(-z+1/2,x+1/2,x+1/2)|(-z+1/2,-x+1/2,-x+1/2)
||24|j|..2|(1/4,y,y+1/2)|(3/4,-y,y+1/2)|(3/4,y,-y+1/2)|(1/4,-y,-y+1/2)
|||||(y+1/2,1/4,y)|(y+1/2,3/4,-y)|(-y+1/2,3/4,y)|(-y+1/2,1/4,-y)
|||||(y,y+1/2,1/4)|(-y,y+1/2,3/4)|(y,-y+1/2,3/4)|(-y,-y+1/2,1/4)
|||||(1/4,-y+1/2,-y)|(3/4,y+1/2,-y)|(3/4,-y+1/2,y)|(1/4,y+1/2,y)
|||||(-y,1/4,-y+1/2)|(-y,3/4,y+1/2)|(y,3/4,-y+1/2)|(y,1/4,y+1/2)
|||||(-y+1/2,-y,1/4)|(y+1/2,-y,3/4)|(-y+1/2,y,3/4)|(y+1/2,y,1/4)
||24|i|..2|(1/4,y,-y+1/2)|(3/4,-y,-y+1/2)|(3/4,y,y+1/2)|(1/4,-y,y+1/2)
|||||(-y+1/2,1/4,y)|(-y+1/2,3/4,-y)|(y+1/2,3/4,y)|(y+1/2,1/4,-y)
|||||(y,-y+1/2,1/4)|(-y,-y+1/2,3/4)|(y,y+1/2,3/4)|(-y,y+1/2,1/4)
|||||(1/4,-y+1/2,y)|(3/4,y+1/2,y)|(3/4,-y+1/2,-y)|(1/4,y+1/2,-y)
|||||(y,1/4,-y+1/2)|(y,3/4,y+1/2)|(-y,3/4,-y+1/2)|(-y,1/4,y+1/2)
|||||(-y+1/2,y,1/4)|(y+1/2,y,3/4)|(-y+1/2,-y,3/4)|(y+1/2,-y,1/4)
||24|h|2..|(x,0,1/2)|(-x,0,1/2)|(1/2,x,0)|(1/2,-x,0)
|||||(0,1/2,x)|(0,1/2,-x)|(1/2,x+1/2,0)|(1/2,-x+1/2,0)
|||||(x+1/2,0,1/2)|(-x+1/2,0,1/2)|(0,1/2,-x+1/2)|(0,1/2,x+1/2)
|||||(-x+1/2,1/2,0)|(x+1/2,1/2,0)|(0,-x+1/2,1/2)|(0,x+1/2,1/2)
|||||(1/2,0,-x+1/2)|(1/2,0,x+1/2)|(0,-x,1/2)|(0,x,1/2)
|||||(-x,1/2,0)|(x,1/2,0)|(1/2,0,x)|(1/2,0,-x)
||12|g|2.mm|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)|(1/2,x+1/2,1/2)|(1/2,-x+1/2,1/2)
|||||(x+1/2,1/2,1/2)|(-x+1/2,1/2,1/2)|(1/2,1/2,-x+1/2)|(1/2,1/2,x+1/2)
||12|f|2.22|(1/4,0,1/2)|(3/4,0,1/2)|(1/2,1/4,0)|(1/2,3/4,0)
|||||(0,1/2,1/4)|(0,1/2,3/4)|(1/4,1/2,0)|(3/4,1/2,0)
|||||(0,1/4,1/2)|(0,3/4,1/2)|(1/2,0,1/4)|(1/2,0,3/4)
||8|e|.3m|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x+1/2,x+1/2,-x+1/2)|(-x+1/2,-x+1/2,-x+1/2)|(x+1/2,-x+1/2,x+1/2)|(-x+1/2,x+1/2,x+1/2)
||6|d|-42.m|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)|(0,1/2,0)
|||||(1/2,0,0)|(0,0,1/2)||
||4|c|.-3m|(3/4,3/4,3/4)|(1/4,1/4,3/4)|(1/4,3/4,1/4)|(3/4,1/4,1/4)
||4|b|.-3m|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,3/4)|(1/4,3/4,3/4)
||2|a|-43m|(0,0,0)|(1/2,1/2,1/2)||
P 42/n -3 2/m|522|||||||
||48|l|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-x+1/2,y,-z+1/2)|(x,-y+1/2,-z+1/2)
|||||(z,x,y)|(z,-x+1/2,-y+1/2)|(-z+1/2,-x+1/2,y)|(-z+1/2,x,-y+1/2)
|||||(y,z,x)|(-y+1/2,z,-x+1/2)|(y,-z+1/2,-x+1/2)|(-y+1/2,-z+1/2,x)
|||||(y+1/2,x+1/2,-z)|(-y,-x,-z)|(y+1/2,-x,z+1/2)|(-y,x+1/2,z+1/2)
|||||(x+1/2,z+1/2,-y)|(-x,z+1/2,y+1/2)|(-x,-z,-y)|(x+1/2,-z,y+1/2)
|||||(z+1/2,y+1/2,-x)|(z+1/2,-y,x+1/2)|(-z,y+1/2,x+1/2)|(-z,-y,-x)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(x+1/2,-y,z+1/2)|(-x,y+1/2,z+1/2)
|||||(-z,-x,-y)|(-z,x+1/2,y+1/2)|(z+1/2,x+1/2,-y)|(z+1/2,-x,y+1/2)
|||||(-y,-z,-x)|(y+1/2,-z,x+1/2)|(-y,z+1/2,x+1/2)|(y+1/2,z+1/2,-x)
|||||(-y+1/2,-x+1/2,z)|(y,x,z)|(-y+1/2,x,-z+1/2)|(y,-x+1/2,-z+1/2)
|||||(-x+1/2,-z+1/2,y)|(x,-z+1/2,-y+1/2)|(x,z,y)|(-x+1/2,z,-y+1/2)
|||||(-z+1/2,-y+1/2,x)|(-z+1/2,y,-x+1/2)|(z,-y+1/2,-x+1/2)|(z,y,x)
||24|k|..m|(x,x,z)|(-x+1/2,-x+1/2,z)|(-x+1/2,x,-z+1/2)|(x,-x+1/2,-z+1/2)
|||||(z,x,x)|(z,-x+1/2,-x+1/2)|(-z+1/2,-x+1/2,x)|(-z+1/2,x,-x+1/2)
|||||(x,z,x)|(-x+1/2,z,-x+1/2)|(x,-z+1/2,-x+1/2)|(-x+1/2,-z+1/2,x)
|||||(x+1/2,x+1/2,-z)|(-x,-x,-z)|(x+1/2,-x,z+1/2)|(-x,x+1/2,z+1/2)
|||||(x+1/2,z+1/2,-x)|(-x,z+1/2,x+1/2)|(-x,-z,-x)|(x+1/2,-z,x+1/2)
|||||(z+1/2,x+1/2,-x)|(z+1/2,-x,x+1/2)|(-z,x+1/2,x+1/2)|(-z,-x,-x)
||24|j|..2|(1/2,y,-y)|(0,-y+1/2,-y)|(0,y,y+1/2)|(1/2,-y+1/2,y+1/2)
|||||(-y,1/2,y)|(-y,0,-y+1/2)|(y+1/2,0,y)|(y+1/2,1/2,-y+1/2)
|||||(y,-y,1/2)|(-y+1/2,-y,0)|(y,y+1/2,0)|(-y+1/2,y+1/2,1/2)
|||||(1/2,-y,y)|(0,y+1/2,y)|(0,-y,-y+1/2)|(1/2,y+1/2,-y+1/2)
|||||(y,1/2,-y)|(y,0,y+1/2)|(-y+1/2,0,-y)|(-y+1/2,1/2,y+1/2)
|||||(-y,y,1/2)|(y+1/2,y,0)|(-y,-y+1/2,0)|(y+1/2,-y+1/2,1/2)
||24|i|..2|(1/2,y,y+1/2)|(0,-y+1/2,y+1/2)|(0,y,-y)|(1/2,-y+1/2,-y)
|||||(y+1/2,1/2,y)|(y+1/2,0,-y+1/2)|(-y,0,y)|(-y,1/2,-y+1/2)
|||||(y,y+1/2,1/2)|(-y+1/2,y+1/2,0)|(y,-y,0)|(-y+1/2,-y,1/2)
|||||(1/2,-y,-y+1/2)|(0,y+1/2,-y+1/2)|(0,-y,y)|(1/2,y+1/2,y)
|||||(-y+1/2,1/2,-y)|(-y+1/2,0,y+1/2)|(y,0,-y)|(y,1/2,y+1/2)
|||||(-y,-y+1/2,1/2)|(y+1/2,-y+1/2,0)|(-y,y,0)|(y+1/2,y,1/2)
||24|h|2..|(x,1/4,3/4)|(-x+1/2,1/4,3/4)|(3/4,x,1/4)|(3/4,-x+1/2,1/4)
|||||(1/4,3/4,x)|(1/4,3/4,-x+1/2)|(3/4,x+1/2,1/4)|(3/4,-x,1/4)
|||||(x+1/2,1/4,3/4)|(-x,1/4,3/4)|(1/4,3/4,-x)|(1/4,3/4,x+1/2)
|||||(-x,3/4,1/4)|(x+1/2,3/4,1/4)|(1/4,-x,3/4)|(1/4,x+1/2,3/4)
|||||(3/4,1/4,-x)|(3/4,1/4,x+1/2)|(1/4,-x+1/2,3/4)|(1/4,x,3/4)
|||||(-x+1/2,3/4,1/4)|(x,3/4,1/4)|(3/4,1/4,x)|(3/4,1/4,-x+1/2)
||12|g|2.mm|(x,1/4,1/4)|(-x+1/2,1/4,1/4)|(1/4,x,1/4)|(1/4,-x+1/2,1/4)
|||||(1/4,1/4,x)|(1/4,1/4,-x+1/2)|(3/4,x+1/2,3/4)|(3/4,-x,3/4)
|||||(x+1/2,3/4,3/4)|(-x,3/4,3/4)|(3/4,3/4,-x)|(3/4,3/4,x+1/2)
||12|f|2.22|(1/2,1/4,3/4)|(0,1/4,3/4)|(3/4,1/2,1/4)|(3/4,0,1/4)
|||||(1/4,3/4,1/2)|(1/4,3/4,0)|(1/2,3/4,1/4)|(0,3/4,1/4)
|||||(1/4,1/2,3/4)|(1/4,0,3/4)|(3/4,1/4,1/2)|(3/4,1/4,0)
||8|e|.3m|(x,x,x)|(-x+1/2,-x+1/2,x)|(-x+1/2,x,-x+1/2)|(x,-x+1/2,-x+1/2)
|||||(x+1/2,x+1/2,-x)|(-x,-x,-x)|(x+1/2,-x,x+1/2)|(-x,x+1/2,x+1/2)
||6|d|-42.m|(1/4,3/4,3/4)|(3/4,1/4,3/4)|(3/4,3/4,1/4)|(1/4,3/4,1/4)
|||||(3/4,1/4,1/4)|(1/4,1/4,3/4)||
||4|c|.-3m|(1/2,1/2,1/2)|(0,0,1/2)|(0,1/2,0)|(1/2,0,0)
||4|b|.-3m|(0,0,0)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
||2|a|-43m|(1/4,1/4,1/4)|(3/4,3/4,3/4)||
F 4/m -3 2/m|523|||||||
||192|l|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y,x,-z)|(-y,-x,-z)|(y,-x,z)|(-y,x,z)
|||||(x,z,-y)|(-x,z,y)|(-x,-z,-y)|(x,-z,y)
|||||(z,y,-x)|(z,-y,x)|(-z,y,x)|(-z,-y,-x)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z)|(-x,y,z)
|||||(-z,-x,-y)|(-z,x,y)|(z,x,-y)|(z,-x,y)
|||||(-y,-z,-x)|(y,-z,x)|(-y,z,x)|(y,z,-x)
